1.000000000000000000e+00,1.045182466506957980e-01,5.090000000000000080e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,4.994180083274841198e-01,3.280000000000000138e-01,1.000000000000000000e+00,1.221999999999999975e+00
3.000000000000000000e+00,1.006111550331115767e+00,2.740000000000000213e-01,9.849999999999999867e-01,9.849999999999999867e-01
4.000000000000000000e+00,1.499754953384399458e+00,9.700000000000000289e-02,9.829999999999999849e-01,9.829999999999999849e-01
5.000000000000000000e+00,2.984044051170349210e+00,9.099999999999999756e-02,9.809999999999999831e-01,9.879999999999999893e-01
6.000000000000000000e+00,2.651081347465515048e+00,9.700000000000000289e-02,9.819999999999999840e-01,1.060999999999999943e+00
7.000000000000000000e+00,3.162348902225494474e+00,9.800000000000000377e-02,9.779999999999999805e-01,1.056000000000000050e+00
8.000000000000000000e+00,3.366434741020202459e+00,1.000000000000000056e-01,9.779999999999999805e-01,1.004999999999999893e+00
9.000000000000000000e+00,3.654235255718231379e+00,9.900000000000000466e-02,9.779999999999999805e-01,1.066999999999999948e+00
1.000000000000000000e+01,3.784775948524475186e+00,9.400000000000000022e-02,9.769999999999999796e-01,1.112999999999999989e+00
